"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Hauptsprachen - Total Staatsangehörigkeit - Total","Hauptsprachen - Total Schweizer","Hauptsprachen - Total Ausländer","Deutsch Staatsangehörigkeit - Total","Deutsch Schweizer","Deutsch Ausländer","Französisch Staatsangehörigkeit - Total","Französisch Schweizer","Französisch Ausländer","Italienisch Staatsangehörigkeit - Total","Italienisch Schweizer","Italienisch Ausländer","Rätoromanisch Staatsangehörigkeit - Total","Rätoromanisch Schweizer","Rätoromanisch Ausländer","Englisch Staatsangehörigkeit - Total","Englisch Schweizer","Englisch Ausländer","Niederländisch Staatsangehörigkeit - Total","Niederländisch Schweizer","Niederländisch Ausländer","Skandinavische Sprachen Staatsangehörigkeit - Total","Skandinavische Sprachen Schweizer","Skandinavische Sprachen Ausländer","Griechisch Staatsangehörigkeit - Total","Griechisch Schweizer","Griechisch Ausländer","Spanisch Staatsangehörigkeit - Total","Spanisch Schweizer","Spanisch Ausländer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Staatsangehörigkeit - Total","Slawische Sprachen (ohne Tschechisch und Slowakisch) Schweizer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Ausländer","Tschechisch und Slowakisch Staatsangehörigkeit - Total","Tschechisch und Slowakisch Schweizer","Tschechisch und Slowakisch Ausländer","Ungarisch Staatsangehörigkeit - Total","Ungarisch Schweizer","Ungarisch Ausländer","Andere Sprachen Staatsangehörigkeit - Total","Andere Sprachen Schweizer","Andere Sprachen Ausländer"
"1970","......0114 Fischenthal",1693,1467,226,1478,1456,22,2,1,1,163,9,154,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,23,0,23,10,1,9,0,0,0,1,0,1,11,0,11
"1970","......0115 Gossau (ZH)",4759,4141,618,4230,4064,166,31,25,6,388,17,371,6,6,0,15,8,7,8,4,4,7,7,0,30,1,29,20,4,16,15,1,14,3,0,3,3,3,0,3,1,2
"1970","......0116 Grüningen",2059,1820,239,1868,1782,86,15,15,0,135,10,125,7,7,0,8,3,5,4,0,4,2,0,2,0,0,0,5,1,4,2,1,1,6,0,6,5,1,4,2,0,2
"1970","......0117 Hinwil",6547,5589,958,5744,5508,236,38,31,7,613,21,592,14,14,0,15,2,13,4,3,1,5,1,4,8,0,8,45,0,45,25,1,24,7,0,7,10,4,6,19,4,15
"1970","......0118 Rüti (ZH)",9546,7594,1952,7869,7419,450,58,53,5,1156,73,1083,22,22,0,12,6,6,5,0,5,4,2,2,31,2,29,91,7,84,111,2,109,25,0,25,41,6,35,121,2,119
"1970","......0119 Seegräben",855,643,212,657,626,31,5,5,0,94,7,87,3,3,0,0,0,0,1,1,0,0,0,0,20,0,20,70,0,70,4,1,3,0,0,0,0,0,0,1,0,1
"1970","......0120 Wald (ZH)",8185,5932,2253,6109,5820,289,26,21,5,1701,52,1649,16,16,0,13,10,3,13,4,9,4,3,1,34,0,34,124,2,122,74,2,72,10,1,9,8,0,8,53,1,52
"1970","......0121 Wetzikon (ZH)",13469,10473,2996,10901,10168,733,105,99,6,2003,109,1894,37,37,0,24,8,16,23,11,12,9,4,5,31,1,30,102,3,99,77,8,69,53,2,51,49,15,34,55,8,47
"1970",">> Bezirk Horgen",92346,73242,19104,75511,70172,5339,1537,1328,209,10716,715,10001,378,372,6,958,261,697,267,65,202,220,68,152,78,14,64,1090,80,1010,460,54,406,357,12,345,195,52,143,579,49,530
"1970","......0131 Adliswil",15920,12415,3505,13014,11829,1185,324,268,56,1799,122,1677,77,76,1,112,44,68,63,9,54,30,13,17,10,4,6,194,13,181,85,14,71,116,5,111,34,5,29,62,13,49
"1970","......0132 Hirzel",1189,1132,57,1121,1109,12,14,13,1,31,1,30,3,3,0,8,0,8,4,1,3,0,0,0,3,3,0,2,0,2,1,1,0,0,0,0,1,1,0,1,0,1
"1970","......0133 Horgen",15691,12160,3531,12657,11743,914,167,148,19,2206,118,2088,66,66,0,91,41,50,28,7,21,20,6,14,21,1,20,154,5,149,111,10,101,39,1,38,37,10,27,94,4,90
"1970","......0134 Hütten",669,638,31,650,633,17,2,2,0,10,2,8,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1970","......0135 Kilchberg (ZH)",7546,6179,1367,6237,5836,401,199,164,35,615,80,535,28,28,0,181,38,143,19,4,15,45,8,37,4,1,3,92,4,88,69,5,64,13,1,12,22,4,18,22,6,16
"1970","......0136 Langnau am Albis",4879,3951,928,4088,3782,306,89,71,18,492,38,454,19,19,0,40,8,32,14,3,11,9,7,2,1,0,1,91,9,82,9,3,6,4,0,4,14,10,4,9,1,8
"1970","......0137 Oberrieden",3698,3153,545,3162,3006,156,80,78,2,326,22,304,17,17,0,48,14,34,8,2,6,10,7,3,0,0,0,14,3,11,16,3,13,1,1,0,11,0,11,5,0,5
"1970","......0138 Richterswil",7380,5785,1595,6023,5564,459,67,61,6,903,58,845,44,44,0,64,23,41,18,4,14,12,5,7,4,0,4,116,12,104,33,3,30,39,2,37,2,0,2,55,9,46
"1970","......0139 Rüschlikon",4797,4049,748,4048,3821,227,137,124,13,268,27,241,13,13,0,139,25,114,29,13,16,42,4,38,3,0,3,41,8,33,27,3,24,7,1,6,18,8,10,25,2,23
"1970","......0140 Schönenberg (ZH)",1291,1257,34,1251,1239,12,2,2,0,30,12,18,2,2,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
"1970","......0141 Thalwil",13591,10457,3134,10657,9945,712,267,228,39,1945,128,1817,55,50,5,183,42,141,45,10,35,28,8,20,20,4,16,134,17,117,45,8,37,47,1,46,39,9,30,126,7,119
"1970","......0142 Wädenswil",15695,12066,3629,12603,11665,938,189,169,20,2091,107,1984,53,53,0,86,25,61,38,12,26,23,9,14,12,1,11,251,9,242,63,4,59,91,0,91,17,5,12,178,7,171
"1970",">> Bezirk Meilen",74291,61503,12788,63360,58961,4399,1249,1110,139,5883,526,5357,278,271,7,785,270,515,227,58,169,267,63,204,156,13,143,968,76,892,428,44,384,182,8,174,253,64,189,255,39,216
"1970","......0151 Erlenbach (ZH)",4523,3698,825,3822,3555,267,69,58,11,405,35,370,11,10,1,59,17,42,17,3,14,20,7,13,1,1,0,63,2,61,19,2,17,4,1,3,20,3,17,13,4,9
"1970","......0152 Herrliberg",4083,3487,596,3569,3323,246,78,63,15,191,39,152,18,18,0,81,19,62,16,3,13,20,5,15,7,2,5,70,10,60,11,0,11,4,0,4,10,1,9,8,4,4
"1970","......0153 Hombrechtikon",4580,3915,665,4071,3839,232,28,21,7,378,22,356,17,17,0,10,7,3,4,4,0,3,2,1,2,0,2,34,1,33,14,0,14,7,0,7,7,1,6,5,1,4
"1970","......0154 Küsnacht (ZH)",12193,10294,1899,10412,9736,676,281,250,31,782,103,679,58,56,2,205,67,138,47,12,35,56,11,45,1,0,1,176,18,158,71,12,59,13,1,12,49,19,30,42,9,33
"1970","......0155 Männedorf",7419,5804,1615,6078,5594,484,94,83,11,791,42,749,33,32,1,57,25,32,12,1,11,27,6,21,70,3,67,100,1,99,60,4,56,27,0,27,43,12,31,27,1,26
"1970","......0156 Meilen",9881,8330,1551,8575,8046,529,159,147,12,763,56,707,28,28,0,71,17,54,27,4,23,31,11,20,17,5,12,102,5,97,42,2,40,23,1,22,12,2,10,31,6,25
"1970","......0157 Oetwil am See",3068,2346,722,2492,2281,211,32,30,2,353,7,346,10,10,0,12,6,6,12,1,11,5,1,4,1,0,1,82,6,76,19,1,18,29,0,29,10,1,9,11,2,9
"1970","......0158 Stäfa",9937,7816,2121,8273,7592,681,100,88,12,1186,63,1123,26,25,1,60,27,33,11,6,5,32,4,28,5,0,5,123,5,118,59,4,55,27,0,27,22,1,21,13,1,12
"1970","......0159 Uetikon am See",3477,2866,611,2997,2802,195,29,29,0,334,15,319,5,5,0,5,4,1,18,1,17,3,2,1,6,0,6,33,1,32,31,2,29,0,0,0,3,2,1,13,3,10
"1970","......0160 Zumikon",3013,2568,445,2612,2454,158,56,53,3,200,16,184,13,12,1,46,16,30,19,10,9,9,2,7,1,1,0,38,0,38,4,2,2,10,1,9,2,1,1,3,0,3
"1970","......0161 Zollikon",12117,10379,1738,10459,9739,720,323,288,35,500,128,372,59,58,1,179,65,114,44,13,31,61,12,49,45,1,44,147,27,120,98,15,83,38,4,34,75,21,54,89,8,81
"1970",">> Bezirk Pfäffikon",36593,29514,7079,30635,28718,1917,313,286,27,4022,221,3801,99,99,0,100,47,53,120,22,98,45,19,26,93,8,85,417,34,383,205,21,184,227,2,225,115,18,97,202,19,183
"1970","......0171 Bauma",3159,2670,489,2711,2629,82,7,7,0,338,18,320,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,43,6,37,7,1,6,3,0,3,1,0,1,41,1,40
"1970","......0172 Fehraltorf",2058,1571,487,1629,1550,79,14,9,5,345,6,339,2,2,0,6,0,6,1,1,0,1,1,0,0,0,0,22,2,20,6,0,6,4,0,4,1,0,1,27,0,27
"1970","......0173 Hittnau",1478,1252,226,1265,1234,31,2,2,0,180,7,173,4,4,0,1,1,0,0,0,0,1,1,0,4,1,3,11,0,11,1,1,0,0,0,0,3,1,2,6,0,6
"1970","......0174 Illnau-Effretikon",13693,10542,3151,11187,10123,1064,183,169,14,1465,84,1381,40,40,0,62,38,24,76,13,63,30,14,16,47,3,44,152,15,137,120,15,105,190,2,188,75,11,64,66,15,51
"1970","......0175 Kyburg",297,287,10,290,287,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......0176 Lindau",2485,1985,500,2021,1910,111,27,26,1,323,25,298,11,11,0,3,1,2,2,2,0,5,0,5,2,1,1,54,6,48,15,3,12,4,0,4,11,0,11,7,0,7
"1970","......0177 Pfäffikon",7586,6169,1417,6410,6035,375,44,38,6,860,47,813,26,26,0,13,3,10,35,3,32,4,3,1,35,2,33,61,3,58,39,1,38,21,0,21,18,5,13,20,3,17
"1970","......0178 Russikon",1975,1671,304,1688,1639,49,14,14,0,187,11,176,2,2,0,11,3,8,1,0,1,3,0,3,1,0,1,51,1,50,8,0,8,0,0,0,2,1,1,7,0,7
"1970","......0179 Sternenberg",315,303,12,307,301,6,2,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0180 Weisslingen",1817,1537,280,1565,1509,56,11,11,0,194,12,182,3,3,0,4,1,3,2,1,1,1,0,1,0,0,0,8,0,8,7,0,7,3,0,3,1,0,1,18,0,18
"1970","......0181 Wila",1070,928,142,955,915,40,5,4,1,86,4,82,3,3,0,0,0,0,3,2,1,0,0,0,3,0,3,4,0,4,1,0,1,2,0,2,3,0,3,5,0,5
"1970","......0182 Wildberg",660,599,61,607,586,21,4,4,0,32,7,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,0,0,0,0,0,0,0,0,0,5,0,5
"1970",">> Bezirk Uster",73019,55586,17433,58664,53353,5311,1110,941,169,8913,557,8356,238,234,4,434,157,277,267,75,192,155,61,94,178,8,170,1503,63,1440,442,29,413,463,15,448,279,50,229,373,43,330
"1970","......0191 Dübendorf",19639,14914,4725,15741,14261,1480,330,274,56,2339,197,2142,62,58,4,77,28,49,52,16,36,39,18,21,92,5,87,392,21,371,182,5,177,116,4,112,105,16,89,112,11,101
"1970","......0192 Egg",5250,4285,965,4455,4138,317,62,53,9,446,36,410,17,17,0,37,21,16,17,9,8,13,6,7,3,0,3,86,3,83,31,1,30,50,0,50,20,1,19,13,0,13
"1970","......0193 Fällanden",4260,3339,921,3490,3134,356,112,93,19,282,24,258,14,14,0,102,30,72,31,8,23,34,7,27,0,0,0,71,10,61,24,3,21,39,3,36,22,4,18,39,9,30
"1970","......0194 Greifensee",2674,2163,511,2375,2036,339,91,70,21,54,16,38,7,7,0,48,7,41,11,5,6,17,7,10,0,0,0,13,7,6,10,3,7,18,0,18,16,3,13,14,2,12
"1970","......0195 Maur",3943,3480,463,3549,3335,214,85,76,9,157,21,136,7,7,0,55,17,38,22,6,16,5,2,3,1,0,1,18,4,14,5,1,4,14,1,13,7,4,3,18,6,12
"1970","......0196 Mönchaltorf",1604,1271,333,1320,1241,79,23,18,5,194,5,189,3,3,0,4,1,3,3,0,3,0,0,0,3,0,3,34,0,34,4,2,2,13,0,13,1,1,0,2,0,2
"1970","......0197 Schwerzenbach",2665,2110,555,2203,2024,179,41,37,4,281,16,265,17,17,0,10,4,6,14,5,9,5,2,3,11,1,10,53,0,53,13,0,13,2,0,2,12,4,8,3,0,3
"1970","......0198 Uster",21819,15715,6104,16683,15207,1476,192,182,10,3712,168,3544,80,80,0,48,22,26,60,8,52,13,7,6,45,1,44,548,6,542,132,10,122,98,5,93,74,13,61,134,6,128
"1970","......0199 Volketswil",7473,5779,1694,6191,5535,656,119,99,20,651,47,604,21,21,0,40,25,15,50,16,34,17,11,6,1,0,1,226,10,216,20,4,16,103,2,101,14,1,13,20,8,12
"1970","......0200 Wangen-Brüttisellen",3692,2530,1162,2657,2442,215,55,39,16,797,27,770,10,10,0,13,2,11,7,2,5,12,1,11,22,1,21,62,2,60,21,0,21,10,0,10,8,3,5,18,1,17
"1970",">> Bezirk Winterthur",122570,99767,22803,103595,97130,6465,1220,1045,175,12062,802,11260,304,296,8,284,113,171,149,53,96,72,40,32,127,12,115,1733,72,1661,828,69,759,655,5,650,349,68,281,1192,62,1130
"1970","......0211 Altikon",470,457,13,462,456,6,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"1970","......0212 Bertschikon",845,790,55,813,785,28,1,1,0,25,2,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
"1970","......0213 Brütten",671,638,33,639,632,7,0,0,0,10,1,9,1,1,0,9,1,8,0,0,0,1,1,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,1,1,0
"1970","......0214 Dägerlen",508,478,30,482,474,8,3,1,2,17,1,16,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0
"1970","......0215 Dättlikon",355,324,31,324,321,3,0,0,0,29,3,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......0216 Dinhard",651,594,57,610,593,17,0,0,0,33,0,33,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,1,0,1
"1970","......0217 Elgg",2970,2331,639,2382,2289,93,8,8,0,513,19,494,4,4,0,4,2,2,3,2,1,4,3,1,0,0,0,27,1,26,12,3,9,0,0,0,1,0,1,12,0,12
"1970","......0218 Ellikon an der Thur",501,465,36,480,465,15,2,0,2,6,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
"1970","......0219 Elsau",2069,1840,229,1885,1813,72,12,12,0,138,10,128,4,4,0,2,0,2,0,0,0,1,1,0,5,0,5,10,0,10,11,0,11,0,0,0,1,0,1,0,0,0
"1970","......0220 Hagenbuch",548,506,42,510,501,9,0,0,0,30,4,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0221 Hettlingen",1054,995,59,1006,979,27,6,6,0,27,4,23,2,2,0,2,1,1,2,0,2,3,2,1,0,0,0,1,0,1,3,0,3,0,0,0,1,0,1,1,1,0
"1970","......0222 Hofstetten bei Elgg",381,376,5,380,376,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......0223 Neftenbach",2180,1907,273,1930,1873,57,20,18,2,175,9,166,2,2,0,4,3,1,2,2,0,4,0,4,0,0,0,19,0,19,10,0,10,0,0,0,0,0,0,14,0,14
"1970","......0224 Pfungen",1870,1326,544,1396,1307,89,4,3,1,347,10,337,0,0,0,3,3,0,3,2,1,2,1,1,4,0,4,2,0,2,0,0,0,13,0,13,2,0,2,94,0,94
"1970","......0225 Rickenbach (ZH)",1573,1365,208,1470,1340,130,14,14,0,61,5,56,0,0,0,2,1,1,3,0,3,3,2,1,2,0,2,9,1,8,2,1,1,2,0,2,1,0,1,4,1,3
"1970","......0226 Schlatt (ZH)",535,513,22,524,508,16,4,4,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0227 Seuzach",3258,2859,399,2959,2805,154,23,23,0,223,10,213,6,6,0,10,4,6,6,6,0,2,1,1,1,0,1,4,0,4,19,3,16,0,0,0,1,0,1,4,1,3
"1970","......0228 Turbenthal",2939,2380,559,2427,2349,78,10,8,2,363,15,348,5,5,0,1,0,1,1,0,1,0,0,0,0,0,0,86,2,84,3,1,2,2,0,2,1,0,1,40,0,40
"1970","......0229 Wiesendangen",2462,2246,216,2284,2202,82,19,19,0,125,7,118,5,5,0,8,7,1,3,1,2,1,1,0,0,0,0,0,0,0,9,2,7,0,0,0,5,1,4,3,1,2
"1970","......0230 Winterthur",92722,74160,18562,77334,71915,5419,1067,905,162,9446,666,8780,264,256,8,227,90,137,126,40,86,49,28,21,110,11,99,1503,68,1435,730,54,676,620,5,615,333,67,266,913,55,858
"1970","......0231 Zell (ZH)",4008,3217,791,3298,3147,151,26,23,3,482,35,447,7,7,0,7,1,6,0,0,0,1,0,1,5,1,4,55,0,55,10,2,8,17,0,17,3,0,3,97,1,96
"1970",">> Bezirk Dietikon",62476,48686,13790,50931,46692,4239,917,817,100,7902,587,7315,259,251,8,203,98,105,148,40,108,126,44,82,107,10,97,755,58,697,415,39,376,287,2,285,186,24,162,240,24,216
"1970","......0241 Aesch bei Birmensdorf",472,424,48,424,418,6,6,3,3,35,0,35,0,0,0,2,1,1,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"1970","......0242 Birmensdorf (ZH)",3180,2757,423,2810,2668,142,45,41,4,204,18,186,9,8,1,15,8,7,11,2,9,9,7,2,8,1,7,22,1,21,8,1,7,13,0,13,17,1,16,9,1,8
"1970","......0243 Dietikon",22705,16545,6160,17727,15857,1870,258,235,23,3773,254,3519,110,105,5,29,15,14,32,12,20,26,13,13,54,6,48,315,23,292,148,14,134,94,0,94,66,7,59,73,4,69
"1970","......0244 Geroldswil",2818,2365,453,2463,2271,192,50,47,3,199,17,182,9,9,0,17,6,11,31,7,24,8,3,5,3,1,2,7,0,7,4,1,3,12,0,12,5,2,3,10,1,9
"1970","......0245 Oberengstringen",6074,4988,1086,5157,4727,430,149,135,14,497,77,420,11,11,0,24,10,14,20,6,14,19,5,14,6,0,6,63,3,60,29,5,24,58,0,58,23,5,18,18,4,14
"1970","......0246 Oetwil an der Limmat",651,556,95,556,541,15,7,5,2,66,6,60,2,2,0,2,1,1,2,1,1,2,0,2,1,0,1,7,0,7,2,0,2,1,0,1,0,0,0,3,0,3
"1970","......0247 Schlieren",11869,8910,2959,9257,8545,712,170,144,26,1778,122,1656,44,42,2,26,21,5,10,2,8,12,6,6,15,0,15,196,8,188,166,8,158,41,1,40,54,2,52,100,9,91
"1970","......0248 Uitikon",2606,2248,358,2259,2131,128,46,42,4,145,29,116,12,12,0,48,15,33,11,2,9,26,2,24,1,1,0,30,9,21,21,3,18,0,0,0,4,1,3,3,1,2
"1970","......0249 Unterengstringen",1818,1422,396,1489,1358,131,36,34,2,221,7,214,12,12,0,10,1,9,0,0,0,10,4,6,0,0,0,19,5,14,5,0,5,12,0,12,3,1,2,1,0,1
"1970","......0250 Urdorf",7960,6694,1266,6928,6444,484,125,114,11,646,45,601,45,45,0,18,13,5,21,7,14,11,3,8,18,1,17,53,7,46,29,5,24,44,1,43,9,5,4,13,4,9
"1970","......0251 Weiningen (ZH)",2323,1777,546,1861,1732,129,25,17,8,338,12,326,5,5,0,12,7,5,8,0,8,3,1,2,0,0,0,42,1,41,3,2,1,12,0,12,5,0,5,9,0,9
"1970",">> Bezirk Zürich",422640,348643,73997,349375,327596,21779,10091,9039,1052,37776,6879,30897,2509,2470,39,1951,685,1266,744,247,497,780,211,569,1714,77,1637,8127,321,7806,3634,405,3229,1445,103,1342,2253,346,1907,2241,264,1977
"1970","......0261 Zürich",422640,348643,73997,349375,327596,21779,10091,9039,1052,37776,6879,30897,2509,2470,39,1951,685,1266,744,247,497,780,211,569,1714,77,1637,8127,321,7806,3634,405,3229,1445,103,1342,2253,346,1907,2241,264,1977
"1970","- Kanton Bern",901706,810722,90984,744894,727904,16990,78750,74926,3824,53786,4620,49166,842,808,34,2006,659,1347,998,306,692,639,236,403,314,33,281,11542,287,11255,2550,370,2180,1674,64,1610,1428,312,1116,2283,197,2086
"1970",">> Amtsbezirk Aarberg",25891,23267,2624,23272,22804,468,389,373,16,1630,41,1589,10,10,0,18,6,12,25,10,15,10,6,4,2,0,2,368,4,364,37,3,34,33,1,32,14,7,7,83,2,81
"1970","......0301 Aarberg",3122,2634,488,2661,2570,91,47,47,0,327,9,318,1,1,0,1,0,1,6,2,4,2,2,0,1,0,1,43,2,41,8,0,8,0,0,0,3,1,2,22,0,22
"1970","......0302 Bargen (BE)",832,795,37,794,783,11,12,12,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2
"1970","......0303 Grossaffoltern",2229,2152,77,2163,2137,26,13,13,0,20,2,18,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,30,0,30,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......0304 Kallnach",1233,1183,50,1183,1164,19,15,15,0,20,2,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3
"1970","......0305 Kappelen",900,862,38,851,847,4,15,15,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1,0,1,0,0,0,0,0,0,0,0,0
"1970","......0306 Lyss",8131,6563,1568,6593,6347,246,187,175,12,1025,17,1008,4,4,0,9,3,6,13,6,7,3,2,1,0,0,0,217,0,217,15,2,13,21,1,20,8,4,4,36,2,34
"1970","......0307 Meikirch",1405,1311,94,1304,1287,17,18,16,2,49,5,44,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,13,4,1,3,12,0,12,1,0,1,2,0,2
"1970","......0308 Niederried bei Kallnach",208,205,3,201,200,1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0309 Radelfingen",1075,1063,12,1058,1055,3,5,5,0,1,1,0,0,0,0,1,0,1,3,1,2,1,1,0,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0
"1970","......0310 Rapperswil (BE)",1730,1697,33,1681,1678,3,16,14,2,29,2,27,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"1970","......0311 Schüpfen",2495,2313,182,2311,2282,29,26,26,0,112,2,110,1,1,0,2,0,2,0,0,0,3,0,3,0,0,0,33,1,32,4,0,4,0,0,0,1,1,0,2,0,2
"1970","......0312 Seedorf (BE)",2531,2489,42,2472,2454,18,30,30,0,4,1,3,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,3,0,3,2,0,2,0,0,0,0,0,0,16,0,16
"1970",">> Amtsbezirk Aarwangen",38513,34784,3729,34985,34356,629,283,256,27,2454,83,2371,31,29,2,25,17,8,30,5,25,14,9,5,16,1,15,457,7,450,84,12,72,42,3,39,19,4,15,73,2,71
"1970","......0321 Aarwangen",3340,2964,376,2967,2918,49,26,23,3,223,13,210,8,8,0,1,0,1,1,0,1,0,0,0,1,0,1,102,0,102,3,1,2,3,0,3,1,1,0,4,0,4
"1970","......0322 Auswil",471,468,3,469,468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0323 Bannwil",600,550,50,559,549,10,1,1,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,4,0,4,0,0,0,0,0,0,0,0,0
"1970","......0324 Bleienbach",703,699,4,697,697,0,2,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0325 Busswil bei Melchnau",229,221,8,222,220,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,5
"1970","......0326 Gondiswil",840,836,4,838,834,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0327 Gutenburg",75,69,6,69,69,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0328 Kleindietwil",490,466,24,467,465,2,0,0,0,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,2
"1970","......0329 Langenthal",13007,11336,1671,11397,11091,306,173,155,18,1012,35,977,15,15,0,20,13,7,17,1,16,12,7,5,7,1,6,236,5,231,49,7,42,32,3,29,13,1,12,24,2,22
"1970","......0330 Leimiswil",522,522,0,521,521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0331 Lotzwil",2323,2008,315,2032,1995,37,10,10,0,246,1,245,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,22,0,22,4,2,2,3,0,3,1,0,1,2,0,2
"1970","......0332 Madiswil",1852,1802,50,1812,1795,17,7,7,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,7,1,0,1,0,0,0,0,0,0,1,0,1
"1970","......0333 Melchnau",1495,1314,181,1303,1294,9,9,9,0,159,8,151,0,0,0,2,2,0,1,0,1,1,1,0,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,8,0,8
"1970","......0334 Obersteckholz",411,398,13,404,397,7,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0335 Oeschenbach",277,277,0,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0336 Reisiswil",170,170,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1970","......0337 Roggwil (BE)",3403,2911,492,2938,2889,49,13,10,3,389,5,384,5,3,2,0,0,0,5,2,3,0,0,0,0,0,0,42,1,41,6,1,5,0,0,0,0,0,0,5,0,5
"1970","......0338 Rohrbach",1452,1413,39,1421,1405,16,6,5,1,18,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6
"1970","......0339 Rohrbachgraben",447,447,0,445,445,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
